epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,37.0416,0.40405,0.36285,0.8865,0.94008,0.95693,0.98081,0.88796,0.46562,0.37855,0.86725,0.023244,0.000244022,0.000244022
14,39.4533,0.38292,0.3242,0.85428,0.95537,0.95275,0.98255,0.90629,0.39823,0.35392,0.85179,0.0172585,0.000258454,0.000258454
15,41.8365,0.38035,0.32705,0.85905,0.96912,0.95103,0.98704,0.9053,0.42452,0.34228,0.84066,0.0112719,0.000271895,0.000271895
16,44.1855,0.36082,0.31679,0.8632,0.98061,0.95568,0.98705,0.91462,0.39766,0.32754,0.8401,0.00528429,0.000284293,0.000284293
17,46.6103,0.39094,0.33838,0.89733,0.97807,0.95795,0.98905,0.92248,0.36482,0.31259,0.83281,0.000292677,0.000292677,0.000292677
18,49.0016,0.39293,0.31703,0.86841,0.975,0.97145,0.99073,0.91024,0.42634,0.33583,0.84202,0.00028578,0.00028578,0.00028578
19,51.3454,0.34248,0.27021,0.84133,0.978,0.97337,0.99139,0.92834,0.37859,0.29292,0.83002,0.000278584,0.000278584,0.000278584
20,53.6995,0.3714,0.29399,0.8571,0.96683,0.9854,0.99164,0.91941,0.40293,0.28136,0.82583,0.000271109,0.000271109,0.000271109
21,56.0402,0.37686,0.34577,0.83759,0.96476,0.96649,0.98588,0.89169,0.46912,0.32335,0.84415,0.000263375,0.000263375,0.000263375
22,58.3685,0.38057,0.31166,0.87114,0.96969,0.97251,0.99092,0.93835,0.33385,0.29967,0.82073,0.000255404,0.000255404,0.000255404
23,60.7119,0.36513,0.298,0.84315,0.95741,0.97337,0.98999,0.9144,0.39999,0.31528,0.83259,0.000247217,0.000247217,0.000247217
24,63.0146,0.36527,0.28477,0.85274,0.95758,0.95447,0.98685,0.90844,0.40688,0.32324,0.82866,0.000238837,0.000238837,0.000238837
25,65.3595,0.34092,0.266,0.84197,0.96938,0.97925,0.992,0.93093,0.38091,0.28504,0.82222,0.000230287,0.000230287,0.000230287
26,67.6772,0.33526,0.25498,0.82637,0.97859,0.98157,0.993,0.92816,0.40113,0.27542,0.82325,0.00022159,0.00022159,0.00022159
27,69.973,0.34611,0.2697,0.84069,0.98455,0.98555,0.99385,0.90698,0.45927,0.27715,0.83625,0.000212771,0.000212771,0.000212771
28,72.3037,0.33635,0.26121,0.82909,0.9844,0.98969,0.99431,0.9509,0.33996,0.24576,0.81166,0.000203852,0.000203852,0.000203852
29,74.6514,0.32931,0.25651,0.84528,0.98883,0.98913,0.99451,0.93577,0.37749,0.24984,0.81882,0.00019486,0.00019486,0.00019486
30,76.9366,0.33292,0.24625,0.8468,0.99094,0.98969,0.99467,0.92512,0.39016,0.24672,0.8213,0.000185817,0.000185817,0.000185817
31,79.2555,0.31406,0.23544,0.8269,0.98539,0.99055,0.9945,0.9417,0.34994,0.24456,0.81147,0.00017675,0.00017675,0.00017675
32,81.5654,0.3197,0.24274,0.833,0.988,0.98883,0.99443,0.93558,0.37241,0.24735,0.8163,0.000167683,0.000167683,0.000167683
33,83.8705,0.33517,0.24928,0.8464,0.9882,0.99227,0.9945,0.93944,0.35976,0.23735,0.81285,0.00015864,0.00015864,0.00015864
34,86.2283,0.31914,0.24217,0.8345,0.99077,0.99227,0.99448,0.9507,0.32885,0.22762,0.80773,0.000149648,0.000149648,0.000149648
35,88.5405,0.34642,0.24923,0.84877,0.98973,0.99331,0.9944,0.93967,0.3729,0.23784,0.81529,0.000140729,0.000140729,0.000140729
36,90.8751,0.32666,0.24802,0.84566,0.98974,0.99479,0.99407,0.93191,0.39711,0.23987,0.81604,0.00013191,0.00013191,0.00013191
37,93.1835,0.32338,0.24741,0.83775,0.99105,0.99485,0.9945,0.94465,0.36195,0.22644,0.81055,0.000123213,0.000123213,0.000123213
38,95.5064,0.31704,0.2419,0.84135,0.99006,0.99485,0.99469,0.95767,0.32263,0.21282,0.80618,0.000114663,0.000114663,0.000114663
39,97.8445,0.32584,0.24032,0.84694,0.9872,0.99408,0.99464,0.95231,0.33049,0.21897,0.8091,0.000106283,0.000106283,0.000106283
40,100.153,0.31602,0.23858,0.84175,0.98886,0.9917,0.99472,0.93274,0.38219,0.23045,0.8172,9.80961e-05,9.80961e-05,9.80961e-05
41,124.596,0.27994,0.20448,0.81125,0.99168,0.99485,0.99479,0.93865,0.37876,0.22824,0.81348,9.0125e-05,9.0125e-05,9.0125e-05
42,126.949,0.29035,0.2191,0.81858,0.9922,0.99399,0.99485,0.9437,0.36497,0.22202,0.80824,8.23913e-05,8.23913e-05,8.23913e-05
43,129.252,0.27874,0.20499,0.82154,0.99253,0.9957,0.99484,0.94888,0.3606,0.21866,0.80806,7.49162e-05,7.49162e-05,7.49162e-05
44,131.568,0.27308,0.20392,0.81632,0.99229,0.99537,0.99481,0.95479,0.34522,0.21085,0.80667,6.77202e-05,6.77202e-05,6.77202e-05
45,133.895,0.27589,0.19288,0.81614,0.99229,0.99523,0.99483,0.94743,0.35388,0.20919,0.80909,6.08231e-05,6.08231e-05,6.08231e-05
46,136.207,0.28452,0.20699,0.82131,0.99228,0.99429,0.99483,0.94351,0.35923,0.20779,0.8111,5.42438e-05,5.42438e-05,5.42438e-05
47,138.515,0.28117,0.19892,0.81627,0.99314,0.99473,0.99483,0.95396,0.33497,0.20294,0.80621,4.80002e-05,4.80002e-05,4.80002e-05
48,140.837,0.28003,0.20818,0.82611,0.99249,0.99485,0.99482,0.96042,0.32017,0.19873,0.80214,4.21095e-05,4.21095e-05,4.21095e-05
49,143.205,0.26501,0.20628,0.8145,0.99343,0.99485,0.99484,0.95895,0.32596,0.19907,0.80098,3.65878e-05,3.65878e-05,3.65878e-05
50,145.554,0.27572,0.19987,0.81531,0.99393,0.9957,0.99485,0.95737,0.32806,0.2001,0.8011,3.14503e-05,3.14503e-05,3.14503e-05
51,147.873,0.27387,0.20847,0.81684,0.99428,0.9957,0.99486,0.95631,0.3366,0.20156,0.80148,2.67111e-05,2.67111e-05,2.67111e-05
52,150.182,0.25996,0.1957,0.80253,0.99484,0.9957,0.99486,0.95321,0.34345,0.2021,0.80238,2.23831e-05,2.23831e-05,2.23831e-05
53,152.516,0.27911,0.19804,0.81256,0.99487,0.99485,0.99487,0.95514,0.33989,0.20097,0.80159,1.84782e-05,1.84782e-05,1.84782e-05
54,154.822,0.27733,0.19473,0.81781,0.99514,0.99485,0.99489,0.95616,0.33586,0.19927,0.80095,1.50072e-05,1.50072e-05,1.50072e-05
55,157.143,0.26078,0.18818,0.81096,0.99462,0.99485,0.9949,0.9553,0.33693,0.19923,0.80129,1.19795e-05,1.19795e-05,1.19795e-05
56,159.445,0.26889,0.19167,0.80649,0.99485,0.99496,0.9949,0.95603,0.33571,0.19833,0.80102,9.40335e-06,9.40335e-06,9.40335e-06
57,161.745,0.27309,0.20091,0.81803,0.9957,0.99525,0.9949,0.95795,0.33268,0.19703,0.80027,7.28593e-06,7.28593e-06,7.28593e-06
58,164.056,0.27603,0.18584,0.81467,0.9957,0.9955,0.9949,0.96015,0.32725,0.19596,0.79924,5.63299e-06,5.63299e-06,5.63299e-06
59,166.392,0.25294,0.17793,0.80549,0.99551,0.9957,0.9949,0.96161,0.32184,0.19419,0.7982,4.44908e-06,4.44908e-06,4.44908e-06
60,168.778,0.25162,0.17859,0.79404,0.99571,0.99621,0.9949,0.96277,0.31837,0.19279,0.79766,3.73743e-06,3.73743e-06,3.73743e-06
