epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,164.268,2.05131,2.14586,0.01882,0.51443,0.49313,0.49585,0.24905,1.79302,1.83551,0.01656,9.01454e-05,9.01454e-05,9.01454e-05
79,166.335,2.09015,2.17768,0.02165,0.51838,0.49914,0.49609,0.25153,1.78615,1.83225,0.0165,7.91925e-05,7.91925e-05,7.91925e-05
80,168.515,2.01329,2.10385,0.01936,0.52078,0.49742,0.49745,0.25117,1.79093,1.83137,0.01655,6.9066e-05,6.9066e-05,6.9066e-05
81,190.34,1.92703,2.00203,0.01955,0.51638,0.49627,0.49641,0.25132,1.79269,1.83087,0.01656,5.97782e-05,5.97782e-05,5.97782e-05
82,192.393,1.89977,2.00391,0.01917,0.52419,0.50344,0.49906,0.2527,1.78701,1.83035,0.01651,5.13405e-05,5.13405e-05,5.13405e-05
83,194.539,1.86992,1.96019,0.01853,0.52313,0.5043,0.49883,0.25254,1.78333,1.83616,0.01648,4.37632e-05,4.37632e-05,4.37632e-05
84,196.857,1.87261,1.98707,0.01959,0.5198,0.50687,0.49827,0.25187,1.78082,1.84066,0.01643,3.70554e-05,3.70554e-05,3.70554e-05
85,199.068,1.93046,1.99821,0.01984,0.5231,0.50344,0.50047,0.25296,1.78478,1.83548,0.01647,3.12254e-05,3.12254e-05,3.12254e-05
86,201.252,1.94414,2.02012,0.02012,0.52241,0.50687,0.50107,0.25222,1.77908,1.84341,0.01641,2.62802e-05,2.62802e-05,2.62802e-05
87,203.413,1.87404,2.00274,0.01964,0.51802,0.50691,0.50001,0.25231,1.7864,1.83081,0.01648,2.2226e-05,2.2226e-05,2.2226e-05
88,205.598,1.93116,1.94328,0.02037,0.51889,0.50515,0.49894,0.25234,1.78797,1.83321,0.01648,1.90675e-05,1.90675e-05,1.90675e-05
89,207.851,1.9064,1.9872,0.01962,0.52374,0.49505,0.49709,0.25126,1.78874,1.83298,0.01651,1.68087e-05,1.68087e-05,1.68087e-05
90,210.017,1.88606,2.02862,0.01969,0.52072,0.49097,0.49535,0.25033,1.79087,1.83688,0.01653,1.54523e-05,1.54523e-05,1.54523e-05
