epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,112.645,2.22396,2.40963,0.02153,0.39882,0.39003,0.32615,0.1238,1.96721,2.21045,0.01806,0.000156805,0.000156805,0.000156805
50,114.9,2.15896,2.44549,0.01935,0.39624,0.38488,0.32407,0.12268,1.96801,2.21508,0.01807,0.000134787,0.000134787,0.000134787
51,139.696,2.06468,2.34233,0.02139,0.39638,0.39208,0.32553,0.12344,1.9665,2.21945,0.01806,0.000114476,0.000114476,0.000114476
52,142.25,2.03351,2.40481,0.02162,0.39621,0.38918,0.32707,0.12392,1.97504,2.21133,0.01815,9.59277e-05,9.59277e-05,9.59277e-05
53,144.552,2.00242,2.31997,0.02029,0.39228,0.39003,0.32578,0.12399,1.97401,2.21262,0.01814,7.91925e-05,7.91925e-05,7.91925e-05
54,146.741,2.04153,2.34211,0.02099,0.38937,0.40045,0.32651,0.12381,1.97261,2.21339,0.01812,6.43165e-05,6.43165e-05,6.43165e-05
55,149.02,1.99865,2.30338,0.02049,0.39393,0.39605,0.32707,0.12433,1.97548,2.20641,0.01816,5.13405e-05,5.13405e-05,5.13405e-05
56,151.409,2.02181,2.37435,0.02054,0.39092,0.39777,0.32403,0.12283,1.97557,2.21294,0.01815,4.03001e-05,4.03001e-05,4.03001e-05
57,153.633,2.09172,2.31735,0.02187,0.39151,0.39798,0.32566,0.12368,1.97411,2.21063,0.01815,3.12254e-05,3.12254e-05,3.12254e-05
58,155.829,2.05051,2.33442,0.02039,0.39162,0.39541,0.32557,0.12414,1.97085,2.20716,0.01812,2.41414e-05,2.41414e-05,2.41414e-05
59,158.029,2.01792,2.28996,0.02219,0.3911,0.40206,0.3263,0.12443,1.97293,2.20485,0.01814,1.90675e-05,1.90675e-05,1.90675e-05
60,160.291,2.04428,2.28373,0.02137,0.39168,0.39863,0.32649,0.1245,1.97236,2.1994,0.01813,1.60176e-05,1.60176e-05,1.60176e-05
