epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,120.455,1.88485,2.12907,0.01838,0.46826,0.42784,0.41862,0.24893,1.62769,1.89493,0.0147,0.00149723,0.00149723,0.00149723
57,122.507,1.92965,2.16542,0.01819,0.4847,0.42698,0.42223,0.25184,1.6301,1.88705,0.01471,0.00149713,0.00149713,0.00149713
58,124.676,1.94247,2.12573,0.01854,0.49339,0.43213,0.42728,0.25691,1.6182,1.88234,0.01459,0.00149703,0.00149703,0.00149703
59,126.787,1.97215,2.20361,0.01752,0.50983,0.43557,0.43204,0.26289,1.61703,1.86462,0.01455,0.00149692,0.00149692,0.00149692
60,128.888,1.95505,2.21652,0.0198,0.50108,0.44695,0.43414,0.26596,1.64102,1.83993,0.01469,0.00149681,0.00149681,0.00149681
61,130.942,1.9536,2.14503,0.01975,0.50752,0.44887,0.43767,0.26617,1.6424,1.83188,0.01471,0.0014967,0.0014967,0.0014967
62,133.097,1.91925,2.16045,0.01853,0.49567,0.46134,0.43958,0.26561,1.62828,1.80631,0.01471,0.00149659,0.00149659,0.00149659
63,135.18,1.91208,2.16334,0.01708,0.46616,0.46735,0.44809,0.26964,1.61696,1.77698,0.01463,0.00149648,0.00149648,0.00149648
64,137.239,1.8878,2.07037,0.01758,0.47357,0.46478,0.44843,0.27311,1.62667,1.78139,0.01463,0.00149637,0.00149637,0.00149637
65,139.299,1.90139,2.1074,0.01726,0.49017,0.45962,0.447,0.27325,1.63139,1.79548,0.01463,0.00149625,0.00149625,0.00149625
66,141.404,1.91338,2.11133,0.01786,0.49409,0.45361,0.45384,0.27663,1.6415,1.77806,0.01468,0.00149613,0.00149613,0.00149613
67,143.589,1.87463,2.05387,0.01849,0.49602,0.4433,0.45032,0.27324,1.64487,1.78269,0.01472,0.00149601,0.00149601,0.00149601
68,145.661,1.86407,2.05766,0.01847,0.51304,0.44352,0.44282,0.26571,1.66913,1.79662,0.01504,0.00149589,0.00149589,0.00149589
69,147.706,1.88511,2.04584,0.01829,0.51052,0.44712,0.45382,0.27368,1.65638,1.77121,0.01494,0.00149577,0.00149577,0.00149577
70,149.783,1.8478,2.01421,0.01783,0.51293,0.45704,0.47064,0.28326,1.65723,1.74972,0.01498,0.00149564,0.00149564,0.00149564
71,151.875,1.94981,2.14725,0.01889,0.52743,0.47509,0.48577,0.29489,1.63968,1.72631,0.01483,0.00149552,0.00149552,0.00149552
72,154.003,1.85821,1.99665,0.01774,0.52559,0.47079,0.46724,0.28709,1.63821,1.77069,0.01479,0.00149539,0.00149539,0.00149539
73,156.039,1.87631,2.03627,0.0177,0.52817,0.45619,0.46295,0.28254,1.64944,1.79278,0.01489,0.00149526,0.00149526,0.00149526
74,158.101,1.85411,2.00544,0.01735,0.53679,0.48684,0.49271,0.30813,1.59011,1.69176,0.01422,0.00149512,0.00149512,0.00149512
75,160.163,1.9222,2.06062,0.01845,0.54623,0.50258,0.508,0.31486,1.61271,1.65015,0.01448,0.00149499,0.00149499,0.00149499
76,162.333,1.85158,1.98381,0.01843,0.53038,0.49914,0.49634,0.30633,1.63094,1.65934,0.01461,0.00149485,0.00149485,0.00149485
77,164.405,1.82699,2.00867,0.0169,0.54397,0.48282,0.48976,0.30523,1.62174,1.68887,0.01453,0.00149472,0.00149472,0.00149472
78,166.506,1.83591,2.0588,0.01778,0.55394,0.4854,0.49867,0.31156,1.58905,1.67378,0.01427,0.00149458,0.00149458,0.00149458
79,168.567,1.86699,1.97386,0.01767,0.53453,0.49742,0.50579,0.31824,1.58985,1.64533,0.01428,0.00149443,0.00149443,0.00149443
80,170.634,1.84552,1.93083,0.01838,0.54869,0.49914,0.52288,0.33056,1.57762,1.61637,0.01422,0.00149429,0.00149429,0.00149429
81,172.737,1.78796,1.91602,0.01707,0.56807,0.50258,0.52682,0.33553,1.56316,1.6056,0.01412,0.00149415,0.00149415,0.00149415
82,174.819,1.81302,1.90129,0.01644,0.57712,0.49742,0.5259,0.33549,1.54364,1.63106,0.01383,0.001494,0.001494,0.001494
83,176.863,1.80415,1.96309,0.01816,0.57017,0.4811,0.49099,0.2981,1.61502,1.7472,0.01453,0.00149385,0.00149385,0.00149385
84,178.937,1.95181,2.04137,0.01828,0.56674,0.47425,0.48874,0.30285,1.58231,1.73801,0.01426,0.0014937,0.0014937,0.0014937
85,180.965,1.81933,1.87388,0.01638,0.57384,0.50437,0.51769,0.33156,1.53171,1.65188,0.01376,0.00149355,0.00149355,0.00149355
86,183.068,1.87149,1.98498,0.01724,0.58929,0.5043,0.54206,0.3441,1.54837,1.6085,0.01405,0.00149339,0.00149339,0.00149339
87,185.133,1.77349,1.8746,0.01733,0.56655,0.5146,0.54022,0.33087,1.5721,1.62657,0.01436,0.00149324,0.00149324,0.00149324
88,187.22,1.79506,1.84825,0.01743,0.58198,0.50115,0.54077,0.33222,1.57651,1.60888,0.01436,0.00149308,0.00149308,0.00149308
89,189.276,1.85496,1.89862,0.01646,0.57829,0.50344,0.54115,0.33302,1.56764,1.60731,0.01428,0.00149292,0.00149292,0.00149292
90,191.321,1.80183,1.80943,0.01817,0.58043,0.51375,0.54998,0.34668,1.54979,1.57612,0.01408,0.00149276,0.00149276,0.00149276
91,193.454,1.78084,1.87318,0.01683,0.62346,0.51289,0.56627,0.36111,1.53029,1.55837,0.01391,0.00149259,0.00149259,0.00149259
92,195.541,1.80739,1.80859,0.0167,0.63584,0.51546,0.57681,0.36486,1.54079,1.54819,0.01395,0.00149243,0.00149243,0.00149243
93,197.578,1.80407,1.83427,0.01785,0.62737,0.53608,0.58079,0.37209,1.53066,1.53454,0.01382,0.00149226,0.00149226,0.00149226
94,199.666,1.77577,1.85033,0.01719,0.62896,0.52718,0.57985,0.37316,1.50392,1.5154,0.01354,0.00149209,0.00149209,0.00149209
95,201.756,1.87055,1.88548,0.01717,0.63072,0.51632,0.57483,0.37005,1.49472,1.511,0.01349,0.00149192,0.00149192,0.00149192
96,203.933,1.80152,1.91728,0.01687,0.60974,0.52405,0.57888,0.36831,1.51636,1.50848,0.01377,0.00149175,0.00149175,0.00149175
97,205.956,1.81204,1.78937,0.01693,0.63273,0.52062,0.58315,0.36089,1.55141,1.52659,0.0142,0.00149157,0.00149157,0.00149157
98,208.018,1.78257,1.79635,0.01756,0.6382,0.52663,0.58272,0.36105,1.55593,1.52488,0.01429,0.0014914,0.0014914,0.0014914
99,210.081,1.82332,1.81616,0.0182,0.63098,0.5347,0.58088,0.37178,1.52466,1.50652,0.01388,0.00149122,0.00149122,0.00149122
100,212.173,1.82441,1.73874,0.01669,0.65626,0.51632,0.58258,0.38178,1.5011,1.48711,0.01343,0.00149104,0.00149104,0.00149104
101,214.289,1.89536,1.8009,0.01879,0.65294,0.53498,0.59463,0.38896,1.49554,1.45035,0.01344,0.00149086,0.00149086,0.00149086
102,216.369,1.79893,1.75182,0.01803,0.64687,0.53192,0.59494,0.3874,1.48361,1.43077,0.01339,0.00149068,0.00149068,0.00149068
103,218.505,1.76528,1.79005,0.01624,0.62526,0.52921,0.59034,0.37948,1.50279,1.45617,0.0136,0.00149049,0.00149049,0.00149049
104,220.612,1.78671,1.84036,0.01601,0.62871,0.53265,0.59013,0.37398,1.52681,1.47216,0.01387,0.0014903,0.0014903,0.0014903
105,222.735,1.81214,1.85807,0.01756,0.63284,0.54124,0.59696,0.37633,1.53122,1.47827,0.01394,0.00149011,0.00149011,0.00149011
106,225.034,1.78236,1.7699,0.01785,0.66908,0.53179,0.60611,0.37522,1.5546,1.49141,0.01422,0.00148992,0.00148992,0.00148992
107,227.269,1.72388,1.76043,0.01565,0.69527,0.52577,0.61155,0.39266,1.49516,1.46515,0.01357,0.00148973,0.00148973,0.00148973
108,229.411,1.77361,1.78964,0.01655,0.68255,0.52148,0.59478,0.38792,1.48355,1.46537,0.01331,0.00148954,0.00148954,0.00148954
109,231.582,1.80797,1.77377,0.01608,0.66259,0.52663,0.59388,0.39072,1.46756,1.46523,0.01322,0.00148934,0.00148934,0.00148934
110,234.018,1.68486,1.66115,0.01576,0.68797,0.53522,0.61357,0.39882,1.46453,1.42866,0.01327,0.00148914,0.00148914,0.00148914
111,236.293,1.76448,1.7698,0.01725,0.68213,0.52921,0.62027,0.39707,1.49117,1.43754,0.01358,0.00148894,0.00148894,0.00148894
112,238.573,1.7323,1.71437,0.01552,0.67109,0.54467,0.62337,0.40308,1.49507,1.40478,0.01358,0.00148874,0.00148874,0.00148874
113,240.744,1.77788,1.78642,0.01715,0.67177,0.5421,0.61855,0.40477,1.47518,1.40467,0.01333,0.00148854,0.00148854,0.00148854
114,243.013,1.754,1.78741,0.01542,0.6638,0.54124,0.61442,0.40581,1.4772,1.4078,0.0133,0.00148833,0.00148833,0.00148833
115,245.437,1.69388,1.59214,0.01499,0.6795,0.53694,0.61879,0.40624,1.47659,1.39806,0.01332,0.00148813,0.00148813,0.00148813
116,247.675,1.72698,1.67065,0.01631,0.67042,0.54725,0.62085,0.40903,1.47279,1.37982,0.01331,0.00148792,0.00148792,0.00148792
117,249.973,1.77311,1.68063,0.01611,0.66611,0.54381,0.61945,0.40657,1.46648,1.39578,0.01319,0.00148771,0.00148771,0.00148771
118,252.105,1.69805,1.73305,0.01603,0.6777,0.5378,0.61771,0.40825,1.46058,1.38906,0.01312,0.0014875,0.0014875,0.0014875
119,254.218,1.7573,1.67212,0.01599,0.62797,0.56787,0.62535,0.41367,1.44554,1.37274,0.01298,0.00148728,0.00148728,0.00148728
120,256.298,1.69771,1.64228,0.01556,0.67717,0.56529,0.63468,0.42027,1.44964,1.35007,0.01307,0.00148707,0.00148707,0.00148707
121,258.393,1.79238,1.74211,0.01628,0.68706,0.56357,0.63437,0.42118,1.44806,1.35206,0.01304,0.00148685,0.00148685,0.00148685
122,260.497,1.80356,1.75397,0.01712,0.68906,0.55842,0.62926,0.41609,1.4675,1.36093,0.01319,0.00148663,0.00148663,0.00148663
123,262.555,1.71714,1.64612,0.01571,0.72691,0.54811,0.64607,0.42714,1.45977,1.32075,0.01311,0.00148641,0.00148641,0.00148641
124,264.697,1.76329,1.66425,0.01662,0.73178,0.55082,0.65288,0.4341,1.4319,1.31873,0.01284,0.00148618,0.00148618,0.00148618
125,266.728,1.76096,1.70409,0.01606,0.70583,0.57131,0.64956,0.43241,1.43181,1.32916,0.01285,0.00148596,0.00148596,0.00148596
126,268.777,1.6661,1.53345,0.01529,0.72537,0.561,0.64738,0.42038,1.47077,1.34798,0.01333,0.00148573,0.00148573,0.00148573
127,270.848,1.77724,1.67502,0.01669,0.71671,0.56728,0.64837,0.41984,1.46654,1.363,0.01325,0.0014855,0.0014855,0.0014855
128,273.005,1.76359,1.62365,0.01687,0.72228,0.57131,0.65637,0.42356,1.47311,1.36245,0.01326,0.00148527,0.00148527,0.00148527
129,275.049,1.77294,1.65622,0.01693,0.73719,0.57216,0.65591,0.42664,1.46126,1.36481,0.01314,0.00148504,0.00148504,0.00148504
130,277.099,1.67191,1.60558,0.01647,0.72457,0.57631,0.6547,0.42856,1.45149,1.35892,0.01306,0.00148481,0.00148481,0.00148481
131,279.179,1.7114,1.7011,0.01556,0.7205,0.57216,0.64752,0.42474,1.456,1.37365,0.01307,0.00148457,0.00148457,0.00148457
132,281.239,1.74895,1.63807,0.0179,0.71495,0.58763,0.64702,0.42392,1.4578,1.35424,0.01307,0.00148434,0.00148434,0.00148434
133,283.522,1.68228,1.6079,0.01587,0.72833,0.5799,0.65574,0.43223,1.43691,1.33123,0.01286,0.0014841,0.0014841,0.0014841
134,286.113,1.68554,1.5484,0.01628,0.70218,0.60223,0.65928,0.43654,1.41866,1.32584,0.01267,0.00148386,0.00148386,0.00148386
135,288.453,1.68212,1.57417,0.01614,0.71585,0.58419,0.65969,0.43795,1.42146,1.30164,0.01271,0.00148361,0.00148361,0.00148361
136,290.764,1.67979,1.55081,0.0158,0.70749,0.57904,0.65454,0.43847,1.40846,1.29655,0.01255,0.00148337,0.00148337,0.00148337
137,293.035,1.70943,1.64831,0.01546,0.72011,0.57691,0.6595,0.44051,1.41856,1.29401,0.01266,0.00148312,0.00148312,0.00148312
138,295.439,1.68198,1.62879,0.01541,0.73508,0.57646,0.66602,0.43291,1.46159,1.28642,0.0131,0.00148287,0.00148287,0.00148287
139,297.816,1.72084,1.6325,0.01657,0.71469,0.58247,0.66091,0.4397,1.42311,1.28371,0.01264,0.00148262,0.00148262,0.00148262
140,300.134,1.75536,1.68,0.01627,0.73004,0.56529,0.65025,0.43492,1.41882,1.32389,0.01262,0.00148237,0.00148237,0.00148237
141,302.38,1.61206,1.4931,0.01493,0.75665,0.57216,0.66344,0.44345,1.39868,1.31679,0.01245,0.00148212,0.00148212,0.00148212
142,304.634,1.66792,1.55959,0.01539,0.74391,0.59192,0.68155,0.45216,1.41806,1.28523,0.0126,0.00148186,0.00148186,0.00148186
143,307.035,1.68585,1.50802,0.01703,0.72189,0.60208,0.68098,0.45529,1.40534,1.28642,0.01248,0.00148161,0.00148161,0.00148161
144,309.321,1.6314,1.51721,0.01522,0.7456,0.59278,0.68198,0.45633,1.39402,1.2798,0.01239,0.00148135,0.00148135,0.00148135
145,311.499,1.62376,1.56901,0.01477,0.76202,0.58849,0.68435,0.45718,1.39739,1.27136,0.01244,0.00148109,0.00148109,0.00148109
146,313.795,1.67727,1.61502,0.01591,0.76788,0.57388,0.68474,0.45147,1.42061,1.27108,0.01268,0.00148082,0.00148082,0.00148082
147,316.105,1.66141,1.56061,0.01553,0.74972,0.59705,0.6773,0.43934,1.46041,1.29201,0.01315,0.00148056,0.00148056,0.00148056
148,318.376,1.71923,1.6268,0.01546,0.74625,0.5912,0.67813,0.45099,1.3941,1.29313,0.01243,0.00148029,0.00148029,0.00148029
149,320.555,1.61344,1.56506,0.01479,0.73376,0.60052,0.67912,0.45878,1.3633,1.29415,0.01208,0.00148003,0.00148003,0.00148003
150,322.813,1.63629,1.52399,0.01453,0.73586,0.5988,0.67801,0.45965,1.36468,1.29688,0.01206,0.00147976,0.00147976,0.00147976
151,324.998,1.69025,1.60242,0.0169,0.73277,0.59794,0.67548,0.46005,1.35676,1.30106,0.01199,0.00147948,0.00147948,0.00147948
152,327.28,1.58439,1.48227,0.01569,0.73249,0.60997,0.69024,0.46541,1.37286,1.26094,0.01215,0.00147921,0.00147921,0.00147921
153,329.475,1.57603,1.5188,0.01467,0.73294,0.61512,0.68958,0.45749,1.40282,1.26269,0.01245,0.00147894,0.00147894,0.00147894
154,331.635,1.6472,1.51739,0.01646,0.72004,0.61425,0.6773,0.44316,1.43006,1.27396,0.01273,0.00147866,0.00147866,0.00147866
155,333.78,1.67001,1.56822,0.01625,0.73633,0.58779,0.67084,0.43344,1.44843,1.29518,0.01287,0.00147838,0.00147838,0.00147838
156,335.882,1.66,1.58109,0.01565,0.73101,0.57668,0.66362,0.43008,1.45689,1.31871,0.01308,0.0014781,0.0014781,0.0014781
157,338.151,1.67208,1.54847,0.01553,0.7104,0.60825,0.67969,0.444,1.43972,1.29776,0.01281,0.00147782,0.00147782,0.00147782
158,340.391,1.64579,1.4923,0.01563,0.72046,0.61598,0.68982,0.44752,1.44357,1.2965,0.0128,0.00147754,0.00147754,0.00147754
159,342.629,1.63868,1.61423,0.01456,0.72652,0.62113,0.69138,0.45566,1.40995,1.29418,0.01255,0.00147725,0.00147725,0.00147725
160,344.846,1.59668,1.46842,0.01467,0.70826,0.62457,0.68578,0.46395,1.34376,1.27911,0.01186,0.00147696,0.00147696,0.00147696
161,347.123,1.69492,1.58182,0.01599,0.72222,0.62989,0.69173,0.46592,1.34445,1.26176,0.01192,0.00147667,0.00147667,0.00147667
162,349.378,1.68758,1.52306,0.01672,0.74504,0.61254,0.6974,0.47258,1.34671,1.24075,0.01197,0.00147638,0.00147638,0.00147638
163,351.552,1.56873,1.48422,0.01641,0.7055,0.63746,0.69605,0.47553,1.32083,1.234,0.01166,0.00147609,0.00147609,0.00147609
164,353.717,1.58339,1.4464,0.0151,0.72743,0.61216,0.6906,0.46865,1.34146,1.2603,0.01184,0.00147579,0.00147579,0.00147579
165,355.862,1.56749,1.46409,0.01485,0.73269,0.61942,0.69052,0.46374,1.37288,1.27546,0.01215,0.0014755,0.0014755,0.0014755
166,358.073,1.59083,1.50865,0.01504,0.70508,0.62233,0.68587,0.45104,1.40353,1.31304,0.01244,0.0014752,0.0014752,0.0014752
167,360.238,1.51043,1.35821,0.01377,0.70666,0.6177,0.68499,0.44776,1.40932,1.3268,0.01257,0.0014749,0.0014749,0.0014749
168,362.391,1.63352,1.51472,0.01531,0.68404,0.62715,0.68198,0.4494,1.40521,1.31344,0.0125,0.0014746,0.0014746,0.0014746
169,364.476,1.58329,1.47621,0.01453,0.71066,0.60481,0.67596,0.45961,1.35737,1.29205,0.01198,0.0014743,0.0014743,0.0014743
170,366.557,1.64716,1.54628,0.01628,0.74261,0.57388,0.67812,0.47282,1.29948,1.2503,0.01137,0.00147399,0.00147399,0.00147399
171,368.699,1.58657,1.47105,0.01598,0.75268,0.5945,0.6978,0.48358,1.30263,1.19929,0.01138,0.00147368,0.00147368,0.00147368
172,370.805,1.56461,1.49137,0.01483,0.71947,0.62543,0.7046,0.48723,1.31582,1.17767,0.0115,0.00147338,0.00147338,0.00147338
173,372.883,1.55763,1.53496,0.01415,0.75358,0.60309,0.70291,0.48101,1.3396,1.1869,0.01176,0.00147306,0.00147306,0.00147306
174,374.974,1.61599,1.53267,0.01593,0.74358,0.60653,0.69765,0.47413,1.3607,1.2217,0.012,0.00147275,0.00147275,0.00147275
175,377.137,1.54876,1.46028,0.0145,0.74036,0.60508,0.69456,0.46699,1.3802,1.26169,0.01223,0.00147244,0.00147244,0.00147244
176,379.291,1.61106,1.50791,0.01476,0.7481,0.61512,0.69529,0.47164,1.35185,1.2594,0.01194,0.00147212,0.00147212,0.00147212
177,381.356,1.60593,1.49543,0.01494,0.71793,0.62973,0.69898,0.48326,1.30363,1.22112,0.01148,0.00147181,0.00147181,0.00147181
178,383.432,1.54398,1.42821,0.0154,0.74363,0.60567,0.69488,0.48466,1.28321,1.20301,0.01124,0.00147149,0.00147149,0.00147149
179,385.508,1.61705,1.50221,0.01442,0.76613,0.59664,0.6938,0.49018,1.26596,1.19076,0.01109,0.00147117,0.00147117,0.00147117
180,387.606,1.56893,1.45998,0.01399,0.72837,0.60587,0.68725,0.48123,1.27279,1.20374,0.01109,0.00147084,0.00147084,0.00147084
181,389.753,1.64493,1.50866,0.01558,0.72965,0.59966,0.68807,0.477,1.29564,1.20326,0.01133,0.00147052,0.00147052,0.00147052
182,391.834,1.68332,1.48983,0.01656,0.75367,0.60137,0.69971,0.47635,1.34848,1.19814,0.0119,0.00147019,0.00147019,0.00147019
183,393.924,1.56198,1.48357,0.01385,0.74637,0.62285,0.70273,0.46325,1.41614,1.2124,0.01265,0.00146986,0.00146986,0.00146986
184,396.041,1.60231,1.4698,0.01447,0.73834,0.6012,0.69453,0.47353,1.35014,1.21553,0.01191,0.00146953,0.00146953,0.00146953
185,398.178,1.59431,1.44799,0.01613,0.77026,0.58333,0.69593,0.47981,1.33867,1.20198,0.01178,0.0014692,0.0014692,0.0014692
186,400.254,1.57031,1.46926,0.01463,0.73976,0.62629,0.70579,0.48349,1.33418,1.18873,0.01176,0.00146887,0.00146887,0.00146887
187,402.353,1.4995,1.43324,0.01344,0.71779,0.64261,0.70325,0.48679,1.31084,1.1805,0.0115,0.00146853,0.00146853,0.00146853
