epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,786.406,1.33516,1.09349,0.01221,0.83447,0.70161,0.80415,0.58746,1.11179,0.84487,0.00922,0.00137873,0.00137873,0.00137873
371,788.49,1.31101,1.16037,0.01219,0.81429,0.71993,0.80208,0.58707,1.11649,0.85866,0.00935,0.00137809,0.00137809,0.00137809
372,790.623,1.30856,1.11176,0.01177,0.81159,0.71053,0.8021,0.58609,1.12991,0.85353,0.00947,0.00137745,0.00137745,0.00137745
373,792.623,1.32479,1.13611,0.01206,0.83746,0.689,0.80523,0.57988,1.16032,0.86232,0.00976,0.0013768,0.0013768,0.0013768
374,794.693,1.30783,1.17246,0.01138,0.80092,0.70852,0.80128,0.58785,1.11771,0.87308,0.00936,0.00137616,0.00137616,0.00137616
375,796.731,1.29115,1.16283,0.01142,0.80881,0.71134,0.79887,0.60037,1.04807,0.85449,0.00862,0.00137551,0.00137551,0.00137551
376,798.78,1.24868,1.12894,0.01159,0.79329,0.72204,0.8019,0.6037,1.03613,0.83949,0.00847,0.00137487,0.00137487,0.00137487
377,800.868,1.26755,1.12041,0.01098,0.79751,0.71821,0.80497,0.60848,1.03654,0.81678,0.0085,0.00137422,0.00137422,0.00137422
378,802.905,1.27966,1.09327,0.01152,0.79882,0.72509,0.81024,0.61258,1.03134,0.79952,0.00848,0.00137357,0.00137357,0.00137357
379,804.978,1.39132,1.27952,0.0118,0.83283,0.71904,0.81335,0.60489,1.06369,0.81432,0.00878,0.00137292,0.00137292,0.00137292
380,807.044,1.30654,1.11147,0.01176,0.83614,0.71392,0.81536,0.59791,1.0916,0.81846,0.00902,0.00137226,0.00137226,0.00137226
381,809.138,1.33233,1.24248,0.01159,0.85639,0.69673,0.81498,0.59724,1.09196,0.8232,0.00909,0.00137161,0.00137161,0.00137161
382,811.262,1.29683,1.09104,0.0118,0.8033,0.72423,0.81332,0.587,1.11867,0.8479,0.00937,0.00137095,0.00137095,0.00137095
383,813.339,1.34162,1.14963,0.01166,0.79712,0.72852,0.80981,0.58188,1.1325,0.84619,0.00949,0.00137029,0.00137029,0.00137029
384,815.381,1.31457,1.14886,0.01237,0.79727,0.7311,0.80644,0.58387,1.11939,0.8351,0.00932,0.00136963,0.00136963,0.00136963
385,817.41,1.34089,1.17306,0.01246,0.82406,0.72509,0.81034,0.59263,1.10237,0.81364,0.00912,0.00136897,0.00136897,0.00136897
386,819.546,1.3059,1.14033,0.01193,0.81788,0.73304,0.8147,0.60385,1.07033,0.79974,0.00886,0.00136831,0.00136831,0.00136831
387,821.607,1.23905,1.03307,0.01125,0.81368,0.73196,0.81398,0.6056,1.06899,0.81173,0.00893,0.00136765,0.00136765,0.00136765
388,823.701,1.36471,1.24154,0.01234,0.81429,0.72423,0.80801,0.5889,1.14062,0.82988,0.00963,0.00136698,0.00136698,0.00136698
389,825.77,1.30002,1.13492,0.01047,0.80746,0.72509,0.80501,0.59106,1.11749,0.84637,0.00936,0.00136631,0.00136631,0.00136631
390,827.843,1.29192,1.1176,0.01089,0.81817,0.71306,0.80283,0.59848,1.06314,0.86096,0.00876,0.00136565,0.00136565,0.00136565
391,830.001,1.26038,1.09825,0.01125,0.81052,0.70927,0.80341,0.6012,1.05272,0.8627,0.00857,0.00136498,0.00136498,0.00136498
392,832.08,1.33351,1.1948,0.01217,0.78595,0.73814,0.81047,0.616,1.00843,0.83725,0.00815,0.0013643,0.0013643,0.0013643
393,834.169,1.28283,1.11447,0.01192,0.79236,0.73765,0.81026,0.617,1.0031,0.82725,0.00815,0.00136363,0.00136363,0.00136363
394,836.237,1.31511,1.15782,0.01223,0.80728,0.7457,0.81528,0.60725,1.0478,0.805,0.0087,0.00136296,0.00136296,0.00136296
395,838.321,1.26865,1.1555,0.01121,0.82192,0.73024,0.8143,0.60036,1.07701,0.82254,0.00902,0.00136228,0.00136228,0.00136228
396,840.443,1.3242,1.1482,0.01148,0.84633,0.72595,0.81475,0.59049,1.1134,0.83343,0.00948,0.0013616,0.0013616,0.0013616
397,842.468,1.35933,1.17257,0.01213,0.8295,0.72423,0.81242,0.58902,1.10889,0.84195,0.00948,0.00136093,0.00136093,0.00136093
398,844.548,1.22995,1.10036,0.01107,0.79917,0.73024,0.81128,0.60215,1.06232,0.8171,0.00888,0.00136025,0.00136025,0.00136025
399,846.618,1.31011,1.13686,0.01207,0.81544,0.72079,0.8157,0.61683,1.00952,0.80667,0.00831,0.00135956,0.00135956,0.00135956
400,848.696,1.24845,1.11509,0.01187,0.79174,0.73486,0.81422,0.61626,1.0019,0.81039,0.00824,0.00135888,0.00135888,0.00135888
401,850.825,1.25419,1.10042,0.01213,0.7965,0.72633,0.81373,0.61534,1.00381,0.80192,0.00825,0.0013582,0.0013582,0.0013582
402,852.916,1.20503,1.08989,0.01099,0.80936,0.72946,0.81527,0.615,1.01337,0.80641,0.0083,0.00135751,0.00135751,0.00135751
403,854.994,1.35886,1.21908,0.01269,0.80918,0.7457,0.81886,0.60815,1.05664,0.80132,0.00875,0.00135682,0.00135682,0.00135682
404,857.059,1.30768,1.18745,0.01143,0.81867,0.7354,0.81921,0.61135,1.04886,0.79417,0.00864,0.00135613,0.00135613,0.00135613
405,859.102,1.28877,1.13918,0.01306,0.80755,0.7354,0.81998,0.61711,1.02724,0.79683,0.00838,0.00135544,0.00135544,0.00135544
406,861.248,1.23487,1.06653,0.0114,0.82637,0.72373,0.82055,0.61288,1.05041,0.80835,0.00857,0.00135475,0.00135475,0.00135475
407,863.298,1.33476,1.19508,0.01233,0.81813,0.72654,0.81422,0.60201,1.06596,0.81938,0.00873,0.00135406,0.00135406,0.00135406
408,865.361,1.27423,1.13319,0.0115,0.80527,0.72766,0.80946,0.59803,1.06589,0.82762,0.00875,0.00135336,0.00135336,0.00135336
409,867.372,1.32869,1.12999,0.01232,0.82537,0.71463,0.8129,0.60389,1.05399,0.82372,0.0086,0.00135266,0.00135266,0.00135266
410,869.532,1.24402,1.07249,0.01136,0.8247,0.72852,0.81892,0.61018,1.04601,0.80606,0.00851,0.00135197,0.00135197,0.00135197
411,871.616,1.29549,1.11298,0.01142,0.80419,0.74828,0.81597,0.61006,1.04378,0.80084,0.00861,0.00135127,0.00135127,0.00135127
412,873.699,1.32254,1.17184,0.0118,0.79502,0.74973,0.81656,0.60474,1.07379,0.81116,0.00891,0.00135056,0.00135056,0.00135056
413,875.739,1.27093,1.09407,0.01116,0.80788,0.73337,0.81944,0.60075,1.10731,0.81358,0.00928,0.00134986,0.00134986,0.00134986
414,877.8,1.29909,1.13906,0.01132,0.83934,0.71821,0.81784,0.60935,1.0555,0.80851,0.00874,0.00134916,0.00134916,0.00134916
415,879.926,1.29952,1.07295,0.01147,0.80998,0.74227,0.81872,0.60984,1.04619,0.81579,0.00856,0.00134845,0.00134845,0.00134845
416,881.964,1.27097,1.05681,0.01186,0.81202,0.74485,0.8209,0.61246,1.03361,0.80671,0.00838,0.00134775,0.00134775,0.00134775
417,884.018,1.25316,1.0933,0.01076,0.81686,0.75,0.82014,0.6187,1.01096,0.80585,0.00818,0.00134704,0.00134704,0.00134704
418,886.096,1.30601,1.1261,0.01126,0.81767,0.7457,0.82282,0.6189,1.02332,0.81387,0.00831,0.00134633,0.00134633,0.00134633
419,888.177,1.24673,1.1197,0.01132,0.82147,0.74313,0.82183,0.61231,1.05024,0.82304,0.00863,0.00134562,0.00134562,0.00134562
420,890.318,1.29947,1.15324,0.012,0.82695,0.74399,0.82403,0.60714,1.06578,0.81909,0.00879,0.0013449,0.0013449,0.0013449
421,892.374,1.25452,1.04571,0.01117,0.81339,0.76718,0.82661,0.59847,1.10606,0.82469,0.00919,0.00134419,0.00134419,0.00134419
422,894.438,1.25988,1.04987,0.0112,0.81664,0.7538,0.82954,0.61421,1.05672,0.79443,0.00871,0.00134347,0.00134347,0.00134347
423,896.483,1.21447,1.03797,0.01078,0.80713,0.755,0.82896,0.6269,0.9932,0.77578,0.00809,0.00134276,0.00134276,0.00134276
424,898.547,1.29181,1.1143,0.01147,0.8146,0.75,0.8268,0.62114,1.00995,0.78243,0.0083,0.00134204,0.00134204,0.00134204
425,900.643,1.2803,1.06696,0.01153,0.81581,0.74055,0.82289,0.61951,1.01207,0.79219,0.00833,0.00134132,0.00134132,0.00134132
426,902.68,1.2691,1.08409,0.01159,0.79715,0.75945,0.82267,0.61957,1.0065,0.80769,0.0083,0.0013406,0.0013406,0.0013406
427,904.764,1.295,1.12226,0.01138,0.80882,0.74313,0.82314,0.61483,1.04074,0.81426,0.00861,0.00133988,0.00133988,0.00133988
428,906.846,1.24031,1.08436,0.01032,0.82818,0.74313,0.82624,0.61656,1.04513,0.81631,0.00865,0.00133915,0.00133915,0.00133915
429,908.934,1.29278,1.10966,0.01173,0.83619,0.7354,0.82602,0.61505,1.05654,0.80435,0.00876,0.00133843,0.00133843,0.00133843
430,910.956,1.29409,1.10278,0.01237,0.8333,0.73883,0.8271,0.61362,1.06748,0.7977,0.0088,0.0013377,0.0013377,0.0013377
431,912.996,1.26573,1.06539,0.01222,0.80107,0.74828,0.82506,0.61738,1.03335,0.8009,0.00838,0.00133697,0.00133697,0.00133697
432,915.03,1.33107,1.09193,0.01129,0.80137,0.74174,0.82287,0.62483,0.98605,0.80558,0.00792,0.00133624,0.00133624,0.00133624
433,917.058,1.23048,1.01796,0.01127,0.80045,0.74742,0.82321,0.62316,0.9915,0.80364,0.00798,0.00133551,0.00133551,0.00133551
434,919.17,1.2501,1.04902,0.01144,0.80845,0.75344,0.82408,0.6145,1.0273,0.8026,0.00832,0.00133478,0.00133478,0.00133478
435,921.242,1.26447,1.06806,0.01113,0.80392,0.75,0.82469,0.62118,1.01557,0.77549,0.00826,0.00133404,0.00133404,0.00133404
436,923.279,1.17726,0.99058,0.01048,0.82257,0.7268,0.82539,0.6149,1.04254,0.77571,0.00852,0.00133331,0.00133331,0.00133331
437,925.301,1.29007,1.11023,0.0112,0.82884,0.73196,0.82713,0.61572,1.04722,0.77809,0.00853,0.00133257,0.00133257,0.00133257
438,927.356,1.2612,1.00227,0.01117,0.81785,0.73711,0.82634,0.62263,1.01843,0.76455,0.00828,0.00133183,0.00133183,0.00133183
439,929.408,1.30608,1.14308,0.01184,0.84015,0.72595,0.82788,0.62577,1.01434,0.76034,0.00828,0.00133109,0.00133109,0.00133109
440,931.575,1.2883,1.1135,0.01144,0.82446,0.73436,0.82497,0.62343,1.01114,0.77644,0.00829,0.00133035,0.00133035,0.00133035
441,933.62,1.31173,1.17351,0.01182,0.8298,0.73625,0.82422,0.62357,1.00669,0.78234,0.00822,0.00132961,0.00132961,0.00132961
442,935.663,1.26729,1.1117,0.01132,0.82472,0.74055,0.82633,0.62445,1.00211,0.79164,0.00819,0.00132886,0.00132886,0.00132886
443,937.721,1.27592,1.0719,0.01145,0.84045,0.71735,0.82311,0.61046,1.05724,0.79528,0.00879,0.00132812,0.00132812,0.00132812
444,939.755,1.29546,1.08349,0.01247,0.82928,0.73797,0.82733,0.62106,1.02599,0.76885,0.00833,0.00132737,0.00132737,0.00132737
445,941.856,1.24455,1.03045,0.01107,0.82347,0.73969,0.82824,0.62405,1.005,0.7656,0.0081,0.00132662,0.00132662,0.00132662
446,943.957,1.29647,1.12973,0.01157,0.82817,0.73287,0.82736,0.62099,1.01988,0.76479,0.00825,0.00132587,0.00132587,0.00132587
447,946.101,1.2955,1.11726,0.01082,0.80956,0.75598,0.82853,0.61466,1.04713,0.78251,0.00857,0.00132512,0.00132512,0.00132512
448,948.196,1.21825,1.07261,0.01037,0.84191,0.72766,0.82885,0.61512,1.03598,0.79715,0.00843,0.00132437,0.00132437,0.00132437
449,950.467,1.22203,1.05587,0.01084,0.82815,0.7354,0.8273,0.61496,1.03873,0.80263,0.00846,0.00132361,0.00132361,0.00132361
450,952.678,1.23039,1.04134,0.01113,0.82397,0.74796,0.82852,0.60584,1.08207,0.81747,0.00894,0.00132286,0.00132286,0.00132286
451,954.858,1.28693,1.09512,0.01113,0.82535,0.74399,0.8303,0.61245,1.06696,0.79767,0.00872,0.0013221,0.0013221,0.0013221
452,957.075,1.36777,1.20149,0.01241,0.85645,0.7176,0.82862,0.6207,1.01445,0.77854,0.00813,0.00132134,0.00132134,0.00132134
453,959.289,1.25326,1.06151,0.01047,0.83797,0.73368,0.82607,0.62304,1.00089,0.78613,0.00804,0.00132058,0.00132058,0.00132058
454,961.487,1.28139,1.0991,0.01109,0.80763,0.73883,0.82548,0.62665,0.98338,0.78981,0.00792,0.00131982,0.00131982,0.00131982
455,963.767,1.27098,1.08864,0.01064,0.80449,0.76004,0.82902,0.62004,1.02156,0.78571,0.00831,0.00131906,0.00131906,0.00131906
456,965.981,1.22743,1.10935,0.0107,0.81954,0.74399,0.82926,0.61129,1.0459,0.78996,0.00866,0.0013183,0.0013183,0.0013183
457,968.289,1.30555,1.15263,0.01245,0.85471,0.72251,0.82866,0.61336,1.0455,0.77921,0.0087,0.00131753,0.00131753,0.00131753
458,970.552,1.25422,1.10465,0.01137,0.82521,0.74631,0.82708,0.61694,1.04372,0.77036,0.0087,0.00131677,0.00131677,0.00131677
459,972.685,1.31284,1.11163,0.01175,0.8094,0.75517,0.82875,0.62998,0.99243,0.75627,0.00812,0.001316,0.001316,0.001316
460,974.758,1.29525,1.11497,0.01119,0.83795,0.7268,0.82946,0.63489,0.95704,0.74632,0.00779,0.00131523,0.00131523,0.00131523
461,976.821,1.23934,1.05489,0.01213,0.80072,0.76031,0.82977,0.63611,0.95577,0.75199,0.00776,0.00131446,0.00131446,0.00131446
462,978.993,1.30005,1.0847,0.01181,0.81877,0.75297,0.82902,0.61719,1.03799,0.77907,0.00854,0.00131369,0.00131369,0.00131369
463,981.033,1.27822,1.09481,0.0121,0.82466,0.76368,0.83214,0.61368,1.06231,0.78492,0.00872,0.00131291,0.00131291,0.00131291
464,983.091,1.30357,1.14596,0.01111,0.81778,0.76375,0.83695,0.61969,1.04949,0.77134,0.00845,0.00131214,0.00131214,0.00131214
465,985.142,1.2912,1.15742,0.01163,0.82646,0.7569,0.83625,0.62157,1.04023,0.77648,0.00831,0.00131136,0.00131136,0.00131136
466,987.196,1.19992,1.02898,0.01061,0.81678,0.76203,0.83534,0.62785,0.99913,0.77971,0.00793,0.00131058,0.00131058,0.00131058
467,989.322,1.24791,1.09765,0.01164,0.78165,0.78118,0.82851,0.62755,0.97633,0.77257,0.00781,0.00130981,0.00130981,0.00130981
468,991.421,1.25088,1.06363,0.01048,0.79502,0.76305,0.82681,0.62045,1.01003,0.77402,0.00804,0.00130902,0.00130902,0.00130902
469,993.432,1.20918,0.9955,0.0102,0.79993,0.75773,0.82603,0.61674,1.03702,0.76359,0.00826,0.00130824,0.00130824,0.00130824
470,995.507,1.18857,1.00773,0.01002,0.79897,0.75687,0.82754,0.62046,1.03075,0.75376,0.00826,0.00130746,0.00130746,0.00130746
471,997.628,1.25392,0.99716,0.01045,0.81801,0.73969,0.82476,0.61186,1.06222,0.7728,0.00851,0.00130668,0.00130668,0.00130668
472,999.683,1.2275,1.06125,0.01052,0.81647,0.75258,0.82805,0.61401,1.05336,0.76821,0.00845,0.00130589,0.00130589,0.00130589
473,1001.71,1.26318,1.07599,0.01058,0.82475,0.75859,0.83111,0.62536,1.00965,0.76328,0.00811,0.0013051,0.0013051,0.0013051
474,1003.82,1.24452,1.0592,0.01123,0.83544,0.73196,0.83073,0.63577,0.96525,0.76022,0.00782,0.00130432,0.00130432,0.00130432
475,1005.89,1.27045,1.07815,0.01115,0.78764,0.73923,0.8246,0.63273,0.96121,0.77533,0.00779,0.00130353,0.00130353,0.00130353
476,1007.99,1.24753,1.06054,0.01107,0.77926,0.76428,0.82791,0.634,0.9727,0.75059,0.00784,0.00130273,0.00130273,0.00130273
477,1010.22,1.27082,1.04581,0.01063,0.84289,0.74227,0.83315,0.63373,0.98835,0.73562,0.00797,0.00130194,0.00130194,0.00130194
478,1012.39,1.21743,1.06331,0.01178,0.80796,0.76265,0.83297,0.63818,0.96813,0.73437,0.00782,0.00130115,0.00130115,0.00130115
479,1014.52,1.21745,1.04218,0.01057,0.80451,0.76718,0.83581,0.64372,0.96238,0.73086,0.00778,0.00130035,0.00130035,0.00130035
480,1016.67,1.29071,1.10131,0.01065,0.79927,0.77749,0.83887,0.63934,0.98176,0.74401,0.00791,0.00129956,0.00129956,0.00129956
481,1018.79,1.23234,1.02727,0.01119,0.80152,0.77148,0.83611,0.6371,0.97585,0.75851,0.00788,0.00129876,0.00129876,0.00129876
482,1020.86,1.2193,1.0421,0.01014,0.80277,0.76203,0.83508,0.64018,0.96303,0.7558,0.00776,0.00129796,0.00129796,0.00129796
483,1022.97,1.2021,1.00506,0.01128,0.80268,0.7646,0.83509,0.63897,0.96389,0.75122,0.00779,0.00129716,0.00129716,0.00129716
484,1025.13,1.17494,0.98156,0.01067,0.81513,0.75758,0.83563,0.64108,0.9742,0.73574,0.00789,0.00129636,0.00129636,0.00129636
485,1027.41,1.30678,1.17253,0.01212,0.82054,0.75086,0.83398,0.63533,0.99803,0.74478,0.00807,0.00129555,0.00129555,0.00129555
486,1029.48,1.21111,1.01868,0.01046,0.82772,0.75344,0.83489,0.62725,1.03514,0.75118,0.00843,0.00129475,0.00129475,0.00129475
487,1031.61,1.22396,1.01685,0.01032,0.81404,0.7689,0.83588,0.62802,1.02907,0.75752,0.00843,0.00129394,0.00129394,0.00129394
488,1033.72,1.19955,1.01057,0.01064,0.81079,0.78436,0.84213,0.63471,1.00602,0.74029,0.00823,0.00129314,0.00129314,0.00129314
489,1035.78,1.24798,1.07169,0.01062,0.81287,0.78952,0.84637,0.64141,0.98882,0.73281,0.00804,0.00129233,0.00129233,0.00129233
490,1037.94,1.23954,1.06544,0.01036,0.82157,0.77929,0.84589,0.63872,0.99721,0.75239,0.00811,0.00129152,0.00129152,0.00129152
491,1039.99,1.18033,1.02144,0.01025,0.82276,0.7737,0.84512,0.63328,1.01656,0.76916,0.0083,0.00129071,0.00129071,0.00129071
492,1042.03,1.19973,1.00047,0.01142,0.82937,0.77663,0.8473,0.63565,1.01916,0.74223,0.0083,0.0012899,0.0012899,0.0012899
493,1044.04,1.18801,1.02215,0.01018,0.83127,0.76184,0.84598,0.63741,1.01256,0.72757,0.00818,0.00128908,0.00128908,0.00128908
494,1046.1,1.24899,1.02677,0.01168,0.83595,0.75859,0.84144,0.63748,0.99512,0.71913,0.00795,0.00128827,0.00128827,0.00128827
495,1048.28,1.25391,1.02328,0.01147,0.8269,0.74282,0.83729,0.63747,0.98124,0.7195,0.0078,0.00128745,0.00128745,0.00128745
496,1050.36,1.24853,1.05657,0.01125,0.82093,0.74438,0.83757,0.64151,0.96984,0.73017,0.00775,0.00128663,0.00128663,0.00128663
497,1052.41,1.23118,1.0405,0.01087,0.81595,0.75795,0.83653,0.64639,0.94155,0.74495,0.00753,0.00128582,0.00128582,0.00128582
498,1054.46,1.29145,1.09408,0.01082,0.8278,0.73797,0.83654,0.64445,0.94845,0.75511,0.0076,0.001285,0.001285,0.001285
499,1056.53,1.2143,1.03895,0.01027,0.80877,0.75859,0.83861,0.63773,0.98195,0.75308,0.00796,0.00128417,0.00128417,0.00128417
500,1058.73,1.15583,0.92997,0.00969,0.80355,0.76804,0.84,0.63932,0.98199,0.74703,0.00797,0.00128335,0.00128335,0.00128335
501,1060.81,1.24273,1.05203,0.01073,0.81774,0.76289,0.84173,0.63788,0.9943,0.74341,0.00808,0.00128253,0.00128253,0.00128253
502,1062.9,1.27827,1.08749,0.01091,0.81746,0.77405,0.84432,0.6472,0.96215,0.72907,0.00773,0.0012817,0.0012817,0.0012817
503,1064.98,1.15744,0.99615,0.01005,0.79156,0.79929,0.84664,0.65826,0.92961,0.71287,0.0074,0.00128087,0.00128087,0.00128087
504,1067.07,1.18052,0.96878,0.01088,0.80885,0.77797,0.84328,0.65247,0.94468,0.72429,0.00753,0.00128005,0.00128005,0.00128005
505,1069.19,1.217,1.0831,0.01151,0.81667,0.76159,0.84303,0.64456,0.97649,0.738,0.0078,0.00127922,0.00127922,0.00127922
506,1071.27,1.22831,1.06734,0.01129,0.81248,0.78179,0.84535,0.6389,1.01013,0.73525,0.00815,0.00127839,0.00127839,0.00127839
507,1073.4,1.20715,1.06264,0.01054,0.80361,0.78007,0.84045,0.62829,1.04407,0.74509,0.00851,0.00127756,0.00127756,0.00127756
508,1075.52,1.1921,1.05796,0.01016,0.83189,0.7543,0.83843,0.62627,1.0438,0.75494,0.00855,0.00127672,0.00127672,0.00127672
509,1077.59,1.19957,1.04052,0.0111,0.82809,0.76146,0.84258,0.63878,0.98751,0.74704,0.00799,0.00127589,0.00127589,0.00127589
510,1079.74,1.1348,0.96091,0.00956,0.8422,0.74738,0.84057,0.64367,0.96523,0.75509,0.00772,0.00127505,0.00127505,0.00127505
511,1081.84,1.15267,0.96287,0.00991,0.83495,0.75188,0.84352,0.65133,0.9323,0.7346,0.0074,0.00127422,0.00127422,0.00127422
512,1083.97,1.22509,1.03866,0.01103,0.8129,0.76289,0.84744,0.64192,0.97618,0.72891,0.00783,0.00127338,0.00127338,0.00127338
513,1086.04,1.21784,1.04706,0.01074,0.85373,0.73709,0.84771,0.63716,0.99995,0.73929,0.00808,0.00127254,0.00127254,0.00127254
514,1088.19,1.18464,0.97873,0.01076,0.8322,0.75414,0.84516,0.63736,1.00023,0.73928,0.00807,0.0012717,0.0012717,0.0012717
515,1090.27,1.22295,1.05548,0.01068,0.8035,0.77989,0.84552,0.63141,1.03484,0.75349,0.00834,0.00127085,0.00127085,0.00127085
516,1092.33,1.21665,1.01369,0.01094,0.79796,0.79395,0.8447,0.63167,1.02394,0.76152,0.00824,0.00127001,0.00127001,0.00127001
517,1094.42,1.25574,1.08799,0.0103,0.8324,0.76803,0.84772,0.64218,0.98348,0.75124,0.00785,0.00126917,0.00126917,0.00126917
518,1096.52,1.23062,1.009,0.01065,0.83051,0.76614,0.84877,0.6537,0.93422,0.72439,0.00738,0.00126832,0.00126832,0.00126832
519,1098.68,1.19111,0.97706,0.01099,0.80175,0.79038,0.84819,0.6499,0.95078,0.71798,0.00763,0.00126747,0.00126747,0.00126747
520,1100.76,1.2108,1.04558,0.01077,0.82505,0.77062,0.84955,0.65088,0.95679,0.71446,0.0077,0.00126663,0.00126663,0.00126663
521,1102.82,1.24369,1.02998,0.01044,0.85128,0.74744,0.84496,0.64422,0.97729,0.7179,0.00789,0.00126578,0.00126578,0.00126578
522,1104.89,1.20537,0.98589,0.00983,0.82515,0.78247,0.84464,0.64116,0.98474,0.73352,0.00798,0.00126493,0.00126493,0.00126493
523,1106.99,1.20302,1.00396,0.01023,0.8243,0.77062,0.84425,0.64762,0.96018,0.7413,0.0078,0.00126407,0.00126407,0.00126407
524,1109.21,1.20166,1.02448,0.01006,0.81593,0.77663,0.84445,0.65091,0.93494,0.742,0.00751,0.00126322,0.00126322,0.00126322
525,1111.27,1.19083,0.98712,0.00947,0.82066,0.7784,0.84835,0.65667,0.91506,0.72502,0.00727,0.00126237,0.00126237,0.00126237
526,1113.34,1.22926,1.0703,0.01122,0.80805,0.78479,0.85067,0.65404,0.92522,0.71059,0.00737,0.00126151,0.00126151,0.00126151
527,1115.4,1.19261,0.97464,0.0109,0.83225,0.7646,0.84875,0.64261,0.97965,0.71416,0.00778,0.00126065,0.00126065,0.00126065
528,1117.5,1.21548,1.03305,0.01072,0.82134,0.78203,0.85002,0.64659,0.97115,0.71781,0.00769,0.00125979,0.00125979,0.00125979
529,1119.67,1.17638,0.98935,0.01031,0.83146,0.78093,0.85161,0.64813,0.97254,0.70663,0.00769,0.00125893,0.00125893,0.00125893
530,1121.8,1.24007,1.00557,0.00976,0.84448,0.76718,0.84965,0.65003,0.96949,0.70869,0.00774,0.00125807,0.00125807,0.00125807
531,1123.86,1.17733,1.01038,0.01004,0.8343,0.77749,0.8505,0.66063,0.92669,0.7023,0.0074,0.00125721,0.00125721,0.00125721
532,1125.94,1.20731,0.99514,0.0103,0.81771,0.79001,0.85173,0.66446,0.90989,0.7048,0.00724,0.00125635,0.00125635,0.00125635
533,1128.03,1.2492,1.0561,0.01093,0.802,0.79341,0.85154,0.65703,0.93158,0.71525,0.0074,0.00125548,0.00125548,0.00125548
534,1130.24,1.19822,0.95982,0.0103,0.80584,0.78802,0.85037,0.65359,0.93939,0.71444,0.00742,0.00125462,0.00125462,0.00125462
535,1132.35,1.20615,0.98897,0.01038,0.8196,0.7767,0.84995,0.65993,0.92818,0.7026,0.0074,0.00125375,0.00125375,0.00125375
536,1134.42,1.2442,1.01821,0.01043,0.82136,0.7732,0.84664,0.64383,0.993,0.71112,0.008,0.00125288,0.00125288,0.00125288
537,1136.49,1.19955,1.01502,0.01013,0.81893,0.77322,0.84501,0.63982,1.00949,0.72157,0.00816,0.00125201,0.00125201,0.00125201
538,1138.67,1.24544,1.03508,0.01094,0.82353,0.77379,0.84503,0.64491,0.98363,0.71525,0.00789,0.00125114,0.00125114,0.00125114
539,1140.74,1.21228,1.01449,0.01037,0.8228,0.78265,0.84684,0.64254,1.00534,0.72242,0.00809,0.00125027,0.00125027,0.00125027
540,1142.85,1.19253,1.03344,0.01121,0.81779,0.78093,0.84841,0.64084,1.00773,0.7246,0.00799,0.0012494,0.0012494,0.0012494
541,1144.92,1.21096,0.96155,0.01032,0.83323,0.77234,0.85027,0.64799,0.97443,0.71502,0.00762,0.00124852,0.00124852,0.00124852
542,1147.01,1.16427,0.97929,0.01018,0.81325,0.78192,0.84949,0.65337,0.95051,0.70603,0.00741,0.00124765,0.00124765,0.00124765
543,1149.16,1.14648,0.93884,0.01025,0.81959,0.76886,0.84799,0.65307,0.9448,0.70523,0.00735,0.00124677,0.00124677,0.00124677
544,1151.21,1.10822,0.92546,0.00923,0.80605,0.78436,0.85037,0.6582,0.92875,0.70489,0.00729,0.00124589,0.00124589,0.00124589
545,1153.25,1.2766,1.09465,0.01065,0.81765,0.77491,0.8525,0.65867,0.9374,0.70139,0.00742,0.00124501,0.00124501,0.00124501
546,1155.3,1.15787,0.99917,0.00992,0.84123,0.76928,0.85554,0.6484,0.98482,0.71974,0.00783,0.00124413,0.00124413,0.00124413
547,1157.36,1.17617,1.01572,0.00994,0.84217,0.76375,0.8498,0.64478,0.98857,0.72069,0.00788,0.00124325,0.00124325,0.00124325
548,1159.48,1.17427,1.02492,0.01045,0.8281,0.7698,0.8508,0.6492,0.96361,0.70563,0.00765,0.00124237,0.00124237,0.00124237
549,1161.52,1.129,0.88802,0.00992,0.81233,0.79206,0.85303,0.65532,0.94603,0.69396,0.00749,0.00124149,0.00124149,0.00124149
550,1163.58,1.25267,1.04519,0.01064,0.86238,0.74313,0.85179,0.65573,0.93997,0.70586,0.0074,0.0012406,0.0012406,0.0012406
551,1165.62,1.11422,0.90498,0.00967,0.85263,0.7457,0.85213,0.65337,0.94541,0.70394,0.00747,0.00123972,0.00123972,0.00123972
552,1167.75,1.1985,0.99808,0.01033,0.82781,0.7689,0.85421,0.65596,0.94412,0.70054,0.00757,0.00123883,0.00123883,0.00123883
553,1169.81,1.18078,0.92792,0.01048,0.82767,0.78398,0.85654,0.65134,0.96854,0.70641,0.00779,0.00123794,0.00123794,0.00123794
554,1171.89,1.20497,0.97897,0.01037,0.83403,0.77663,0.85414,0.64794,0.97203,0.709,0.00781,0.00123705,0.00123705,0.00123705
555,1173.92,1.16314,0.95018,0.00993,0.8311,0.7689,0.85071,0.65626,0.92965,0.70458,0.00746,0.00123616,0.00123616,0.00123616
